Time,User,Component,Load Time
2025-03-17 21:18:49,plttest001@telarus.com,Quotes,8.72
2025-03-17 21:18:49,plttest028@telarus.com,Order,1.35
2025-03-17 21:18:51,plttest030@telarus.com,Oppurtunity,2.79
2025-03-17 21:18:51,plttest020@telarus.com,Oppurtunity,15.25
2025-03-17 21:18:51,plttest010@telarus.com,Customer,16.69
2025-03-17 21:18:51,plttest011@telarus.com,Quotes,0.90
2025-03-17 21:18:51,plttest027@telarus.com,Oppurtunity,10.27
2025-03-17 21:18:52,plttest018@telarus.com,Oppurtunity,3.36
2025-03-17 21:18:52,plttest009@telarus.com,Quotes,16.98
2025-03-17 21:18:52,plttest013@telarus.com,Quotes,1.89
2025-03-17 21:18:56,plttest015@telarus.com,Order,2.95
2025-03-17 21:18:56,plttest019@telarus.com,Oppurtunity,3.65
2025-03-17 21:18:57,plttest021@telarus.com,Oppurtunity,3.37
2025-03-17 21:18:58,plttest005@telarus.com,Quotes,3.36
2025-03-17 21:18:59,plttest004@telarus.com,Quotes,4.23
2025-03-17 21:18:59,plttest024@telarus.com,Oppurtunity,20.44
2025-03-17 21:19:03,plttest017@telarus.com,Cases,4.32
2025-03-17 21:19:03,plttest028@telarus.com,Customer,3.41
2025-03-17 21:19:05,plttest025@telarus.com,Oppurtunity,10.14
2025-03-17 21:19:07,plttest007@telarus.com,Cases,2.75
2025-03-17 21:19:08,plttest023@telarus.com,Oppurtunity,33.55
2025-03-17 21:19:08,plttest027@telarus.com,Order,1.85
2025-03-17 21:19:08,plttest014@telarus.com,Customer,2.85
2025-03-17 21:19:08,plttest012@telarus.com,Customer,3.46
2025-03-17 21:19:08,plttest010@telarus.com,Quotes,1.82
2025-03-17 21:19:08,plttest016@telarus.com,Quotes,11.20
2025-03-17 21:19:08,plttest008@telarus.com,Quotes,7.94
2025-03-17 21:19:08,plttest006@telarus.com,Cases,3.46
2025-03-17 21:19:09,plttest002@telarus.com,Quotes,5.04
2025-03-17 21:19:09,plttest029@telarus.com,Oppurtunity,2.09
2025-03-17 21:19:09,plttest001@telarus.com,Cases,2.12
2025-03-17 21:19:09,plttest026@telarus.com,Oppurtunity,2.17
2025-03-17 21:19:09,plttest018@telarus.com,Order,3.11
2025-03-17 21:19:09,plttest020@telarus.com,Order,3.11
2025-03-17 21:19:09,plttest030@telarus.com,Order,1.46
2025-03-17 21:19:10,plttest009@telarus.com,Cases,2.31
2025-03-17 21:19:10,plttest022@telarus.com,Oppurtunity,0.50
2025-03-17 21:19:14,plttest011@telarus.com,Cases,2.19
2025-03-17 21:19:24,plttest042@telarus.com,Oppurtunity,10.12
2025-03-17 21:19:28,plttest017@telarus.com,Oppurtunity,3.29
2025-03-17 21:19:29,plttest015@telarus.com,Customer,19.24
2025-03-17 21:19:29,plttest013@telarus.com,Cases,22.38
2025-03-17 21:19:29,plttest021@telarus.com,Order,14.24
2025-03-17 21:19:29,plttest004@telarus.com,Cases,19.78
2025-03-17 21:19:29,plttest024@telarus.com,Order,4.64
2025-03-17 21:19:29,plttest012@telarus.com,Quotes,0.88
2025-03-17 21:19:29,plttest026@telarus.com,Order,1.16
2025-03-17 21:19:29,plttest027@telarus.com,Customer,0.25
2025-03-17 21:19:29,plttest005@telarus.com,Cases,0.48
2025-03-17 21:19:30,plttest002@telarus.com,Cases,0.45
2025-03-17 21:19:30,plttest029@telarus.com,Order,0.53
2025-03-17 21:19:30,plttest010@telarus.com,Cases,0.13
2025-03-17 21:19:30,plttest006@telarus.com,Oppurtunity,0.48
2025-03-17 21:19:30,plttest016@telarus.com,Cases,0.48
2025-03-17 21:19:30,plttest003@telarus.com,Quotes,57.51
2025-03-17 21:19:30,plttest018@telarus.com,Customer,0.67
2025-03-17 21:19:30,plttest007@telarus.com,Oppurtunity,0.53
2025-03-17 21:19:30,plttest023@telarus.com,Order,0.62
2025-03-17 21:19:30,plttest009@telarus.com,Oppurtunity,0.46
2025-03-17 21:19:30,plttest019@telarus.com,Order,0.41
2025-03-17 21:19:30,plttest008@telarus.com,Cases,0.59
2025-03-17 21:19:30,plttest025@telarus.com,Order,0.10
2025-03-17 21:19:30,plttest028@telarus.com,Quotes,0.13
2025-03-17 21:19:30,plttest014@telarus.com,Quotes,0.24
2025-03-17 21:19:30,plttest001@telarus.com,Oppurtunity,0.07
2025-03-17 21:19:49,plttest042@telarus.com,Order,13.18
2025-03-17 21:19:52,plttest011@telarus.com,Oppurtunity,19.81
2025-03-17 21:20:03,plttest002@telarus.com,Oppurtunity,6.87
2025-03-17 21:20:03,plttest024@telarus.com,Customer,3.21
2025-03-17 21:20:03,plttest021@telarus.com,Customer,12.17
2025-03-17 21:20:04,plttest006@telarus.com,Order,12.17
2025-03-17 21:20:04,plttest004@telarus.com,Oppurtunity,12.50
2025-03-17 21:20:05,plttest020@telarus.com,Customer,12.17
2025-03-17 21:20:07,plttest018@telarus.com,Quotes,12.50
2025-03-17 21:20:07,plttest030@telarus.com,Customer,12.51
2025-03-17 21:20:07,plttest029@telarus.com,Customer,12.52
2025-03-17 21:20:08,plttest042@telarus.com,Customer,7.36
2025-03-17 21:20:09,plttest028@telarus.com,Cases,0.79
2025-03-17 21:20:09,plttest017@telarus.com,Order,0.81
2025-03-17 21:20:11,plttest008@telarus.com,Oppurtunity,4.63
2025-03-17 21:20:11,plttest026@telarus.com,Customer,5.93
2025-03-17 21:20:12,plttest032@telarus.com,Oppurtunity,5.80
2025-03-17 21:20:12,plttest003@telarus.com,Cases,5.80
2025-03-17 21:20:12,plttest010@telarus.com,Oppurtunity,4.32
2025-03-17 21:20:12,plttest040@telarus.com,Oppurtunity,8.25
2025-03-17 21:20:12,plttest027@telarus.com,Quotes,4.38
2025-03-17 21:20:12,plttest007@telarus.com,Order,4.41
2025-03-17 21:20:12,plttest019@telarus.com,Customer,4.38
2025-03-17 21:20:12,plttest022@telarus.com,Order,4.41
2025-03-17 21:20:12,plttest012@telarus.com,Cases,4.39
2025-03-17 21:20:12,plttest001@telarus.com,Order,4.41
2025-03-17 21:20:14,plttest033@telarus.com,Oppurtunity,4.96
2025-03-17 21:20:14,plttest005@telarus.com,Oppurtunity,4.43
2025-03-17 21:20:21,plttest014@telarus.com,Cases,4.41
2025-03-17 21:20:25,plttest016@telarus.com,Oppurtunity,4.71
2025-03-17 21:20:28,plttest015@telarus.com,Quotes,4.70
2025-03-17 21:20:28,plttest035@telarus.com,Oppurtunity,4.41
2025-03-17 21:20:28,plttest031@telarus.com,Oppurtunity,4.40
2025-03-17 21:20:28,plttest025@telarus.com,Customer,4.43
2025-03-17 21:20:28,plttest023@telarus.com,Customer,4.43
2025-03-17 21:20:28,plttest039@telarus.com,Oppurtunity,4.70
2025-03-17 21:20:28,plttest013@telarus.com,Oppurtunity,4.42
2025-03-17 21:20:28,plttest038@telarus.com,Oppurtunity,4.41
2025-03-17 21:20:28,plttest009@telarus.com,Order,4.41
2025-03-17 21:20:29,plttest017@telarus.com,Customer,0.22
2025-03-17 21:20:30,plttest037@telarus.com,Oppurtunity,17.33
2025-03-17 21:20:31,plttest011@telarus.com,Order,16.86
2025-03-17 21:20:37,plttest021@telarus.com,Quotes,16.81
2025-03-17 21:20:38,plttest041@telarus.com,Oppurtunity,24.15
2025-03-17 21:20:39,plttest036@telarus.com,Oppurtunity,24.16
2025-03-17 21:20:43,plttest002@telarus.com,Order,8.29
2025-03-17 21:20:44,plttest024@telarus.com,Quotes,15.50
2025-03-17 21:20:45,plttest034@telarus.com,Oppurtunity,6.50
2025-03-17 21:20:46,plttest020@telarus.com,Quotes,2.71
2025-03-17 21:20:47,plttest027@telarus.com,Cases,2.72
2025-03-17 21:20:47,plttest032@telarus.com,Order,2.53
2025-03-17 21:20:47,plttest037@telarus.com,Order,4.20
2025-03-17 21:20:47,plttest031@telarus.com,Order,3.44
2025-03-17 21:20:47,plttest018@telarus.com,Cases,8.54
2025-03-17 21:20:47,plttest012@telarus.com,Oppurtunity,3.44
2025-03-17 21:20:47,plttest033@telarus.com,Order,8.68
2025-03-17 21:20:47,plttest039@telarus.com,Order,2.91
2025-03-17 21:20:47,plttest003@telarus.com,Oppurtunity,3.29
2025-03-17 21:20:48,plttest023@telarus.com,Quotes,2.90
2025-03-17 21:20:48,plttest025@telarus.com,Quotes,4.74
2025-03-17 21:20:48,plttest035@telarus.com,Order,3.06
2025-03-17 21:20:48,plttest008@telarus.com,Order,3.06
2025-03-17 21:20:49,plttest026@telarus.com,Quotes,3.06
2025-03-17 21:20:50,plttest014@telarus.com,Oppurtunity,2.57
2025-03-17 21:21:01,plttest016@telarus.com,Order,7.99
2025-03-17 21:21:02,plttest040@telarus.com,Order,10.90
2025-03-17 21:21:02,plttest009@telarus.com,Customer,10.83
2025-03-17 21:21:02,plttest030@telarus.com,Quotes,11.29
2025-03-17 21:21:03,plttest017@telarus.com,Quotes,21.01
2025-03-17 21:21:04,plttest042@telarus.com,Quotes,47.73
2025-03-17 21:21:04,plttest010@telarus.com,Order,3.90
2025-03-17 21:21:05,plttest038@telarus.com,Order,4.49
2025-03-17 21:21:06,plttest027@telarus.com,Oppurtunity,4.49
2025-03-17 21:21:06,plttest019@telarus.com,Quotes,3.02
2025-03-17 21:21:06,plttest001@telarus.com,Customer,3.02
2025-03-17 21:21:06,plttest043@telarus.com,Oppurtunity,2.72
2025-03-17 21:21:06,plttest004@telarus.com,Order,3.02
2025-03-17 21:21:06,plttest011@telarus.com,Customer,4.21
2025-03-17 21:21:07,plttest013@telarus.com,Order,3.74
2025-03-17 21:21:07,plttest018@telarus.com,Oppurtunity,4.36
2025-03-17 21:21:17,plttest014@telarus.com,Order,4.52
2025-03-17 21:21:18,plttest006@telarus.com,Customer,2.68
2025-03-17 21:21:21,plttest036@telarus.com,Order,11.25
2025-03-17 21:21:22,plttest003@telarus.com,Order,11.43
2025-03-17 21:21:22,plttest037@telarus.com,Customer,12.91
2025-03-17 21:21:22,plttest008@telarus.com,Customer,11.98
2025-03-17 21:21:23,plttest017@telarus.com,Cases,13.62
2025-03-17 21:21:23,plttest042@telarus.com,Cases,2.28
2025-03-17 21:21:23,plttest028@telarus.com,Oppurtunity,0.31
2025-03-17 21:21:24,plttest020@telarus.com,Cases,14.52
2025-03-17 21:21:24,plttest021@telarus.com,Cases,14.72
2025-03-17 21:21:25,plttest002@telarus.com,Customer,15.16
2025-03-17 21:21:25,plttest022@telarus.com,Customer,14.27
2025-03-17 21:21:25,plttest024@telarus.com,Cases,14.52
2025-03-17 21:21:25,plttest041@telarus.com,Order,14.72
2025-03-17 21:21:25,plttest033@telarus.com,Customer,14.73
2025-03-17 21:21:25,plttest029@telarus.com,Quotes,14.51
2025-03-17 21:21:25,plttest035@telarus.com,Customer,14.73
2025-03-17 21:21:25,plttest023@telarus.com,Cases,14.53
2025-03-17 21:21:25,plttest007@telarus.com,Customer,14.52
2025-03-17 21:21:25,plttest039@telarus.com,Customer,14.72
2025-03-17 21:21:25,plttest001@telarus.com,Quotes,2.27
2025-03-17 21:21:40,plttest025@telarus.com,Cases,7.22
2025-03-17 21:21:42,plttest010@telarus.com,Customer,4.25
2025-03-17 21:21:43,plttest030@telarus.com,Cases,4.84
2025-03-17 21:21:45,plttest032@telarus.com,Customer,5.06
2025-03-17 21:21:46,plttest016@telarus.com,Customer,4.83
2025-03-17 21:21:46,plttest034@telarus.com,Order,4.81
2025-03-17 21:21:46,plttest040@telarus.com,Customer,4.48
2025-03-17 21:21:52,plttest027@telarus.com,Order,20.74
2025-03-17 21:21:56,plttest005@telarus.com,Order,21.12
2025-03-17 21:21:57,plttest013@telarus.com,Customer,25.99
2025-03-17 21:21:58,plttest019@telarus.com,Cases,25.98
2025-03-17 21:21:59,plttest028@telarus.com,Order,29.72
2025-03-17 21:22:00,plttest017@telarus.com,Oppurtunity,6.49
2025-03-17 21:22:04,plttest018@telarus.com,Order,29.50
2025-03-17 21:22:06,plttest020@telarus.com,Oppurtunity,16.26
2025-03-17 21:22:09,plttest048@telarus.com,Oppurtunity,18.94
2025-03-17 21:22:09,plttest044@telarus.com,Oppurtunity,19.74
2025-03-17 21:22:09,plttest026@telarus.com,Cases,18.94
2025-03-17 21:22:10,plttest001@telarus.com,Cases,18.93
2025-03-17 21:22:10,plttest004@telarus.com,Customer,18.94
2025-03-17 21:22:11,plttest041@telarus.com,Customer,18.29
2025-03-17 21:22:11,plttest014@telarus.com,Customer,9.38
2025-03-17 21:22:11,plttest022@telarus.com,Quotes,8.16
2025-03-17 21:22:11,plttest023@telarus.com,Oppurtunity,13.77
2025-03-17 21:22:12,plttest015@telarus.com,Cases,8.56
2025-03-17 21:22:13,plttest033@telarus.com,Quotes,8.15
2025-03-17 21:22:13,plttest024@telarus.com,Oppurtunity,7.78
2025-03-17 21:22:14,plttest039@telarus.com,Quotes,9.79
2025-03-17 21:22:15,plttest046@telarus.com,Oppurtunity,8.16
2025-03-17 21:22:16,plttest030@telarus.com,Oppurtunity,9.69
2025-03-17 21:22:17,plttest042@telarus.com,Oppurtunity,1.11
2025-03-17 21:22:18,plttest028@telarus.com,Customer,7.58
2025-03-17 21:22:20,plttest017@telarus.com,Order,0.65
2025-03-17 21:22:22,plttest060@telarus.com,Oppurtunity,4.21
2025-03-17 21:22:25,plttest032@telarus.com,Quotes,10.89
2025-03-17 21:22:29,plttest037@telarus.com,Quotes,10.14
2025-03-17 21:22:29,plttest036@telarus.com,Customer,10.15
2025-03-17 21:22:32,plttest021@telarus.com,Oppurtunity,10.15
2025-03-17 21:22:32,plttest012@telarus.com,Order,82.03
2025-03-17 21:22:32,plttest007@telarus.com,Quotes,10.15
2025-03-17 21:22:33,plttest047@telarus.com,Oppurtunity,0.21
2025-03-17 21:22:34,plttest057@telarus.com,Oppurtunity,1.17
2025-03-17 21:22:34,plttest042@telarus.com,Order,1.18
2025-03-17 21:22:36,plttest016@telarus.com,Quotes,17.14
2025-03-17 21:22:36,plttest002@telarus.com,Quotes,17.06
2025-03-17 21:22:37,plttest009@telarus.com,Quotes,17.15
2025-03-17 21:22:37,plttest049@telarus.com,Oppurtunity,16.91
2025-03-17 21:22:37,plttest005@telarus.com,Customer,23.56
2025-03-17 21:22:37,plttest031@telarus.com,Customer,9.86
2025-03-17 21:22:37,plttest011@telarus.com,Quotes,16.92
2025-03-17 21:22:37,plttest025@telarus.com,Oppurtunity,16.46
2025-03-17 21:22:38,plttest034@telarus.com,Customer,16.65
2025-03-17 21:22:39,plttest043@telarus.com,Order,17.16
2025-03-17 21:22:40,plttest027@telarus.com,Customer,17.84
2025-03-17 21:22:49,plttest059@telarus.com,Oppurtunity,21.40
2025-03-17 21:22:49,plttest008@telarus.com,Quotes,21.41
2025-03-17 21:22:49,plttest013@telarus.com,Quotes,21.36
2025-03-17 21:22:50,plttest038@telarus.com,Customer,21.41
2025-03-17 21:22:50,plttest006@telarus.com,Quotes,21.37
2025-03-17 21:22:50,plttest029@telarus.com,Cases,21.41
2025-03-17 21:22:50,plttest010@telarus.com,Quotes,21.37
2025-03-17 21:22:50,plttest019@telarus.com,Oppurtunity,21.41
2025-03-17 21:22:50,plttest035@telarus.com,Quotes,21.37
2025-03-17 21:22:50,plttest040@telarus.com,Quotes,21.41
2025-03-17 21:22:50,plttest048@telarus.com,Order,7.36
2025-03-17 21:22:50,plttest056@telarus.com,Oppurtunity,7.35
2025-03-17 21:22:50,plttest041@telarus.com,Quotes,7.42
2025-03-17 21:22:50,plttest001@telarus.com,Oppurtunity,7.42
2025-03-17 21:22:50,plttest045@telarus.com,Oppurtunity,7.42
2025-03-17 21:22:50,plttest026@telarus.com,Oppurtunity,7.42
2025-03-17 21:22:50,plttest003@telarus.com,Customer,21.45
2025-03-17 21:22:50,plttest014@telarus.com,Quotes,7.43
2025-03-17 21:22:50,plttest018@telarus.com,Customer,21.44
2025-03-17 21:22:50,plttest051@telarus.com,Oppurtunity,7.53
2025-03-17 21:22:50,plttest017@telarus.com,Customer,13.19
2025-03-17 21:22:51,plttest060@telarus.com,Order,10.20
2025-03-17 21:22:51,plttest046@telarus.com,Order,16.27
2025-03-17 21:22:51,plttest033@telarus.com,Cases,16.85
2025-03-17 21:22:52,plttest039@telarus.com,Cases,17.23
2025-03-17 21:22:52,plttest024@telarus.com,Order,16.29
2025-03-17 21:22:52,plttest052@telarus.com,Oppurtunity,33.62
2025-03-17 21:22:52,plttest050@telarus.com,Oppurtunity,16.85
2025-03-17 21:22:52,plttest015@telarus.com,Oppurtunity,17.25
2025-03-17 21:22:52,plttest020@telarus.com,Order,17.17
2025-03-17 21:22:52,plttest057@telarus.com,Order,8.54
2025-03-17 21:22:53,plttest028@telarus.com,Quotes,2.01
2025-03-17 21:22:54,plttest032@telarus.com,Cases,3.33
2025-03-17 21:22:54,plttest004@telarus.com,Quotes,3.26
2025-03-17 21:23:07,plttest042@telarus.com,Customer,17.47
2025-03-17 21:23:17,plttest047@telarus.com,Order,6.44
2025-03-17 21:23:19,plttest023@telarus.com,Order,14.09
2025-03-17 21:23:20,plttest057@telarus.com,Customer,10.04
2025-03-17 21:23:21,plttest037@telarus.com,Cases,26.17
2025-03-17 21:23:21,plttest005@telarus.com,Quotes,28.84
2025-03-17 21:23:22,plttest049@telarus.com,Order,26.18
2025-03-17 21:23:22,plttest060@telarus.com,Customer,0.15
2025-03-17 21:23:23,plttest012@telarus.com,Customer,14.85
2025-03-17 21:23:24,plttest003@telarus.com,Quotes,14.96
2025-03-17 21:23:24,plttest036@telarus.com,Quotes,14.96
2025-03-17 21:23:25,plttest021@telarus.com,Order,14.07
2025-03-17 21:23:26,plttest011@telarus.com,Cases,28.01
2025-03-17 21:23:26,plttest030@telarus.com,Order,14.86
2025-03-17 21:23:27,plttest007@telarus.com,Cases,7.16
2025-03-17 21:23:27,plttest017@telarus.com,Quotes,1.26
2025-03-17 21:23:28,plttest027@telarus.com,Quotes,4.92
2025-03-17 21:23:32,plttest042@telarus.com,Quotes,0.97
2025-03-17 21:23:33,plttest002@telarus.com,Cases,5.92
2025-03-17 21:23:33,plttest016@telarus.com,Cases,6.00
2025-03-17 21:23:33,plttest053@telarus.com,Oppurtunity,5.92
2025-03-17 21:23:33,plttest031@telarus.com,Quotes,5.92
2025-03-17 21:23:33,plttest025@telarus.com,Order,6.01
2025-03-17 21:23:33,plttest046@telarus.com,Customer,6.91
2025-03-17 21:23:33,plttest035@telarus.com,Cases,4.05
2025-03-17 21:23:33,plttest006@telarus.com,Cases,8.41
2025-03-17 21:23:38,plttest056@telarus.com,Order,6.43
2025-03-17 21:23:39,plttest010@telarus.com,Cases,10.21
2025-03-17 21:23:39,plttest048@telarus.com,Customer,6.64
2025-03-17 21:23:39,plttest051@telarus.com,Order,11.17
2025-03-17 21:23:41,plttest032@telarus.com,Oppurtunity,6.35
2025-03-17 21:23:41,plttest018@telarus.com,Quotes,6.35
2025-03-17 21:23:42,plttest038@telarus.com,Quotes,6.36
2025-03-17 21:23:43,plttest014@telarus.com,Cases,6.37
2025-03-17 21:23:43,plttest015@telarus.com,Order,6.36
2025-03-17 21:23:43,plttest052@telarus.com,Order,6.36
2025-03-17 21:23:43,plttest033@telarus.com,Oppurtunity,12.27
2025-03-17 21:23:43,plttest041@telarus.com,Cases,6.36
2025-03-17 21:23:43,plttest039@telarus.com,Oppurtunity,6.36
2025-03-17 21:23:43,plttest009@telarus.com,Cases,11.16
2025-03-17 21:23:43,plttest013@telarus.com,Cases,6.38
2025-03-17 21:23:44,plttest060@telarus.com,Quotes,5.84
2025-03-17 21:23:44,plttest057@telarus.com,Quotes,5.85
2025-03-17 21:23:44,plttest028@telarus.com,Cases,36.67
2025-03-17 21:23:44,plttest045@telarus.com,Order,12.58
2025-03-17 21:23:44,plttest062@telarus.com,Oppurtunity,4.68
2025-03-17 21:23:44,plttest059@telarus.com,Order,16.49
2025-03-17 21:23:44,plttest024@telarus.com,Customer,16.46
2025-03-17 21:23:45,plttest020@telarus.com,Customer,16.66
2025-03-17 21:23:45,plttest050@telarus.com,Order,16.09
2025-03-17 21:23:45,plttest008@telarus.com,Cases,16.19
2025-03-17 21:23:45,plttest034@telarus.com,Quotes,16.48
2025-03-17 21:23:45,plttest029@telarus.com,Oppurtunity,16.48
2025-03-17 21:23:45,plttest004@telarus.com,Cases,16.37
2025-03-17 21:23:45,plttest043@telarus.com,Customer,16.49
2025-03-17 21:23:45,plttest026@telarus.com,Order,16.49
2025-03-17 21:23:45,plttest040@telarus.com,Cases,16.48
2025-03-17 21:23:45,plttest022@telarus.com,Cases,16.51
2025-03-17 21:23:45,plttest019@telarus.com,Order,16.25
2025-03-17 21:23:45,plttest001@telarus.com,Order,16.48
2025-03-17 21:23:45,plttest044@telarus.com,Order,12.60
2025-03-17 21:23:45,plttest017@telarus.com,Cases,0.76
2025-03-17 21:23:45,plttest047@telarus.com,Customer,17.48
2025-03-17 21:23:46,plttest012@telarus.com,Quotes,11.42
2025-03-17 21:23:46,plttest023@telarus.com,Customer,11.42
2025-03-17 21:23:48,plttest058@telarus.com,Oppurtunity,11.44
2025-03-17 21:23:48,plttest055@telarus.com,Oppurtunity,11.68
2025-03-17 21:23:48,plttest037@telarus.com,Oppurtunity,10.85
2025-03-17 21:23:55,plttest005@telarus.com,Cases,4.79
2025-03-17 21:24:12,plttest007@telarus.com,Oppurtunity,2.16
2025-03-17 21:24:20,plttest003@telarus.com,Cases,1.93
2025-03-17 21:24:24,plttest011@telarus.com,Oppurtunity,8.69
2025-03-17 21:24:24,plttest030@telarus.com,Customer,1.93
2025-03-17 21:24:24,plttest064@telarus.com,Oppurtunity,4.46
2025-03-17 21:24:24,plttest049@telarus.com,Customer,2.16
2025-03-17 21:24:24,plttest027@telarus.com,Cases,11.61
2025-03-17 21:24:26,plttest028@telarus.com,Oppurtunity,0.13
2025-03-17 21:24:27,plttest057@telarus.com,Cases,0.69
2025-03-17 21:24:27,plttest053@telarus.com,Order,32.38
2025-03-17 21:24:28,plttest036@telarus.com,Cases,41.04
2025-03-17 21:24:31,plttest056@telarus.com,Customer,17.04
2025-03-17 21:24:31,plttest035@telarus.com,Oppurtunity,31.10
2025-03-17 21:24:33,plttest002@telarus.com,Oppurtunity,17.06
2025-03-17 21:24:33,plttest065@telarus.com,Oppurtunity,31.10
2025-03-17 21:24:33,plttest039@telarus.com,Order,3.67
2025-03-17 21:24:36,plttest042@telarus.com,Cases,1.62
2025-03-17 21:24:38,plttest010@telarus.com,Oppurtunity,5.20
2025-03-17 21:24:38,plttest067@telarus.com,Oppurtunity,3.66
2025-03-17 21:24:38,plttest055@telarus.com,Order,6.21
2025-03-17 21:24:38,plttest038@telarus.com,Cases,3.69
2025-03-17 21:24:38,plttest033@telarus.com,Order,5.87
2025-03-17 21:24:39,plttest048@telarus.com,Quotes,45.39
2025-03-17 21:24:42,plttest016@telarus.com,Oppurtunity,49.96
2025-03-17 21:24:42,plttest061@telarus.com,Oppurtunity,9.38
2025-03-17 21:24:44,plttest057@telarus.com,Oppurtunity,10.18
2025-03-17 21:24:47,plttest020@telarus.com,Quotes,8.08
2025-03-17 21:24:47,plttest051@telarus.com,Customer,8.08
2025-03-17 21:24:47,plttest021@telarus.com,Customer,8.09
2025-03-17 21:24:47,plttest034@telarus.com,Cases,8.09
2025-03-17 21:24:48,plttest052@telarus.com,Customer,8.08
2025-03-17 21:24:48,plttest046@telarus.com,Quotes,8.08
2025-03-17 21:24:48,plttest060@telarus.com,Cases,3.45
2025-03-17 21:24:48,plttest025@telarus.com,Customer,56.09
2025-03-17 21:24:50,plttest027@telarus.com,Oppurtunity,8.99
2025-03-17 21:24:50,plttest058@telarus.com,Order,11.01
2025-03-17 21:24:51,plttest042@telarus.com,Oppurtunity,10.17
2025-03-17 21:24:59,plttest012@telarus.com,Cases,8.94
2025-03-17 21:24:59,plttest035@telarus.com,Order,3.57
2025-03-17 21:25:01,plttest057@telarus.com,Order,1.95
2025-03-17 21:25:01,plttest050@telarus.com,Customer,10.87
2025-03-17 21:25:03,plttest001@telarus.com,Customer,10.30
2025-03-17 21:25:03,plttest044@telarus.com,Customer,13.16
2025-03-17 21:25:03,plttest010@telarus.com,Order,9.43
2025-03-17 21:25:05,plttest042@telarus.com,Order,4.44
2025-03-17 21:25:05,plttest011@telarus.com,Order,9.69
2025-03-17 21:25:06,plttest033@telarus.com,Customer,3.65
2025-03-17 21:25:06,plttest016@telarus.com,Order,3.06
2025-03-17 21:25:06,plttest020@telarus.com,Cases,4.17
